Lat,Lon,Speed,Throttle,Brake,Gear,RPM,Distance
45.627197,9.282188,294.3,0.000,0.296,7,8073,1268.7
45.627342,9.282204,284.9,0.000,0.342,7,7369,1284.8
45.627485,9.282228,275.4,0.000,0.345,6,6908,1300.9
45.627628,9.282265,267.5,0.000,0.316,6,6310,1317.0
45.627769,9.282308,261.2,0.000,0.265,6,5838,1333.1
45.627908,9.282367,256.7,0.000,0.204,6,5500,1349.2
45.628044,9.282436,253.8,0.149,0.144,6,5285,1365.3
45.628177,9.282518,252.1,0.297,0.092,6,5158,1381.4
45.628308,9.282605,251.4,0.391,0.052,6,5107,1397.5
45.628436,9.282703,251.3,0.489,0.026,6,5094,1413.6
45.628559,9.282812,251.8,0.588,0.009,6,5133,1429.6
45.628678,9.282929,252.8,0.542,0.002,6,5207,1445.7
45.628791,9.283059,254.1,0.498,0.000,6,5304,1461.8
45.628899,9.283196,255.8,0.510,0.000,6,5431,1477.9
45.629002,9.283342,257.8,0.518,0.000,6,5585,1494.0
45.629099,9.283495,259.9,0.522,0.000,6,5743,1510.1
45.629191,9.283655,262.0,0.522,0.000,6,5899,1526.2
45.629278,9.283821,263.8,0.518,0.000,6,6037,1542.3
45.629360,9.283991,265.5,0.515,0.000,6,6159,1558.4
45.629437,9.284166,267.0,0.510,0.000,6,6277,1574.5
45.629506,9.284348,268.7,0.509,0.000,6,6400,1590.5
45.629572,9.284532,270.1,0.513,0.000,6,6506,1606.6
45.629631,9.284721,271.8,0.520,0.000,6,6634,1622.7
45.629687,9.284912,274.0,0.532,0.000,6,6798,1638.8
45.629733,9.285108,276.5,0.549,0.000,6,6984,1654.9
45.629775,9.285306,279.7,0.568,0.000,6,7230,1671.0
45.629814,9.285505,283.5,0.592,0.000,7,7260,1687.1
45.629847,9.285707,287.8,0.618,0.000,7,7582,1703.2
45.629874,9.285910,293.2,0.640,0.000,7,7990,1719.3
45.629898,9.286114,299.1,0.661,0.000,7,8434,1735.4
45.629916,9.286320,305.4,0.674,0.000,7,4406,1751.5
45.629933,9.286525,312.0,0.676,0.000,7,4901,1767.6
45.629945,9.286731,318.1,0.666,0.000,7,5354,1783.6
45.629957,9.286938,323.7,0.644,0.000,7,5777,1799.7
45.629968,9.287144,328.3,0.612,0.000,7,6124,1815.8
45.629980,9.287350,331.6,0.577,0.000,7,6372,1831.9
45.629991,9.287557,333.9,0.538,0.000,7,6542,1848.0
45.630003,9.287763,335.3,0.612,0.004,7,6643,1864.1
45.630014,9.287969,335.6,0.695,0.012,7,6667,1880.2
45.630026,9.288176,335.3,0.786,0.022,7,6643,1896.3
45.630038,9.288382,334.4,0.883,0.031,7,6582,1912.4
45.630049,9.288588,333.5,0.987,0.038,7,6510,1928.5
45.630060,9.288795,332.7,0.985,0.042,7,6449,1944.6
45.630070,9.289001,332.0,0.982,0.037,7,6398,1960.7
45.630081,9.289208,331.3,0.785,0.059,7,6347,1976.8
45.630091,9.289414,331.0,0.588,0.122,7,6324,1992.9
45.630102,9.289621,327.4,0.392,0.220,7,6056,2009.0
45.630109,9.289827,318.9,0.196,0.352,7,5414,2025.1
45.630116,9.290034,305.6,0.000,0.521,7,4420,2041.2
45.630123,9.290241,287.5,0.000,0.689,7,7559,2057.3
45.630130,9.290447,264.6,0.000,0.818,6,6091,2073.4
45.630137,9.290654,237.1,0.000,0.912,5,8600,2089.5
45.630144,9.290861,205.0,0.000,0.927,5,6371,2105.5
45.630151,9.291068,175.9,0.000,0.849,4,8600,2121.6
45.630159,9.291274,155.7,0.000,0.677,3,7675,2137.7
45.630222,9.291450,143.9,0.134,0.477,3,6794,2153.1
45.630358,9.291519,140.9,0.334,0.277,3,6568,2169.1
45.630495,9.291584,146.8,0.534,0.122,3,7010,2185.2
45.630572,9.291748,162.1,0.734,0.028,4,7907,2200.5
45.630597,9.291952,187.0,0.934,0.000,4,5271,2216.6
45.630623,9.292155,216.1,1.000,0.000,5,7204,2232.7
45.630654,9.292358,242.7,1.000,0.000,6,4451,2248.8
45.630688,9.292558,266.8,1.000,0.000,6,6259,2264.9
45.630732,9.292756,287.9,0.986,0.000,7,7595,2281.0
45.630778,9.292952,305.6,0.934,0.000,7,4419,2297.1
45.630824,9.293148,318.5,0.853,0.000,7,5388,2313.2
45.630869,9.293345,326.3,0.759,0.000,7,5974,2329.3
45.630915,9.293541,330.3,0.559,0.015,7,6273,2345.4
45.630961,9.293738,332.4,0.373,0.070,7,6432,2361.5
45.631007,9.293934,331.0,0.225,0.168,7,6322,2377.6
45.631052,9.294131,324.5,0.106,0.302,7,5834,2393.7
45.631097,9.294327,312.2,0.000,0.468,7,4913,2409.8
45.631141,9.294524,295.0,0.000,0.650,7,8123,2425.9
45.631186,9.294721,273.0,0.000,0.795,6,6727,2441.9
45.631231,9.294918,246.4,0.000,0.896,6,4733,2458.0
45.631276,9.295115,216.5,0.000,0.961,5,7240,2474.1
45.631320,9.295312,186.4,0.000,0.946,4,5231,2490.2
45.631355,9.295512,159.8,0.000,0.842,3,7982,2506.3
45.631359,9.295719,140.0,0.000,0.664,3,6502,2522.3
45.631329,9.295921,128.5,0.141,0.464,3,5635,2538.4
45.631270,9.296109,126.1,0.341,0.266,3,5456,2554.5
45.631184,9.296275,133.0,0.541,0.116,3,5977,2570.5
45.631074,9.296409,148.8,0.741,0.023,3,7163,2586.6
45.630947,9.296508,172.3,0.941,0.000,4,8600,2602.6
45.630809,9.296565,201.1,1.000,0.000,5,6084,2618.7
45.630665,9.296589,231.4,1.000,0.000,5,8356,2634.8
45.630521,9.296608,260.2,1.000,0.000,6,5764,2650.9
45.630377,9.296627,284.8,1.000,0.000,7,7361,2667.0
45.630232,9.296646,304.8,0.964,0.000,7,4357,2683.0
45.630088,9.296666,319.9,0.879,0.000,7,5490,2699.1
45.629944,9.296685,329.9,0.679,0.045,7,6241,2715.2
45.629800,9.296704,333.3,0.479,0.142,7,6498,2731.3
45.629656,9.296723,328.1,0.279,0.276,7,6109,2747.4
45.629512,9.296742,316.0,0.115,0.443,7,5202,2763.5
45.629368,9.296761,298.8,0.000,0.632,7,8406,2779.6
45.629224,9.296780,276.7,0.000,0.779,6,7004,2795.7
45.629079,9.296799,251.3,0.000,0.853,6,5097,2811.8
45.628935,9.296818,225.5,0.000,0.823,5,7911,2827.9
45.628791,9.296837,202.8,0.000,0.684,5,6210,2844.0
45.628647,9.296854,189.8,0.140,0.495,4,5485,2860.1
45.628504,9.296833,186.7,0.340,0.303,4,5255,2876.1
45.628383,9.296726,193.6,0.540,0.132,4,5766,2891.9
45.628302,9.296554,210.4,0.740,0.028,5,6779,2908.0
45.628232,9.296374,235.0,0.940,0.000,5,8600,2924.1
45.628161,9.296193,260.9,1.000,0.000,6,5819,2940.2
45.628091,9.296012,285.6,1.000,0.000,7,7421,2956.3
45.628020,9.295831,305.9,0.968,0.000,7,4442,2972.4
45.627950,9.295650,321.4,0.896,0.000,7,5603,2988.5
45.627879,9.295470,331.9,0.793,0.000,7,6390,3004.6
45.627809,9.295289,337.1,0.793,0.000,7,6782,3020.7
45.627738,9.295108,338.0,0.793,0.000,7,6849,3036.8
45.627668,9.294927,338.0,0.825,0.000,7,6849,3052.8
45.627597,9.294747,338.0,0.896,0.004,7,6849,3068.9
45.627527,9.294566,338.0,0.800,0.014,7,6849,3085.0
45.627456,9.294385,337.6,0.600,0.031,7,6823,3101.1
45.627386,9.294204,336.7,0.400,0.056,7,6749,3117.2
45.627315,9.294023,334.9,0.200,0.088,7,6620,3133.3
45.627245,9.293843,332.3,0.000,0.123,7,6419,3149.4
45.627174,9.293662,328.7,0.000,0.158,7,6155,3165.5
45.627104,9.293481,324.4,0.000,0.189,7,5829,3181.6
45.627033,9.293300,319.2,0.000,0.207,7,5438,3197.7
45.626963,9.293120,313.7,0.000,0.212,7,5028,3213.8
45.626892,9.292939,308.7,0.000,0.196,7,4655,3229.9
45.626818,9.292761,304.7,0.178,0.160,7,4349,3246.0
45.626740,9.292587,302.2,0.274,0.113,7,4163,3262.1
45.626660,9.292415,301.3,0.382,0.069,7,4098,3278.2
45.626576,9.292246,302.0,0.502,0.032,7,4153,3294.3
45.626490,9.292080,304.6,0.629,0.009,7,4341,3310.4
45.626400,9.291918,308.6,0.580,0.000,7,4642,3326.5
45.626307,9.291759,313.5,0.612,0.000,7,5014,3342.6
45.626211,9.291603,318.8,0.625,0.000,7,5412,3358.6
45.626115,9.291448,323.9,0.622,0.000,7,5791,3374.7
45.626020,9.291293,328.2,0.605,0.000,7,6116,3390.8
45.625925,9.291137,331.8,0.579,0.000,7,6385,3406.9
45.625829,9.290981,334.5,0.549,0.000,7,6588,3423.0
45.625734,9.290825,336.3,0.521,0.000,7,6723,3439.1
45.625639,9.290670,337.3,0.495,0.000,7,6798,3455.2
45.625543,9.290514,337.8,0.584,0.000,7,6832,3471.3
45.625448,9.290358,337.8,0.681,0.002,7,6836,3487.4
45.625353,9.290202,337.8,0.783,0.003,7,6835,3503.5
45.625257,9.290047,337.7,0.890,0.005,7,6827,3519.6
45.625162,9.289891,337.6,0.999,0.006,7,6818,3535.7
45.625067,9.289735,337.5,0.998,0.007,7,6809,3551.8
45.624971,9.289579,337.3,0.998,0.006,7,6800,3567.9
45.624876,9.289424,337.3,0.889,0.004,7,6794,3584.0
45.624781,9.289268,337.2,0.780,0.003,7,6793,3600.1
45.624685,9.289112,337.3,0.671,0.001,7,6796,3616.2
45.624590,9.288957,337.4,0.562,0.000,7,6803,3632.3
45.624495,9.288801,337.5,0.454,0.000,7,6812,3648.4
45.624399,9.288645,337.6,0.454,0.000,7,6821,3664.4
45.624304,9.288489,337.7,0.454,0.000,7,6830,3680.5
45.624209,9.288334,337.9,0.454,0.000,7,6838,3696.6
45.624113,9.288178,337.9,0.453,0.000,7,6844,3712.7
45.624018,9.288022,338.0,0.562,0.000,7,6848,3728.8
45.623923,9.287866,338.0,0.671,0.000,7,6849,3744.9
45.623828,9.287710,338.0,0.780,0.001,7,6849,3761.0
45.623732,9.287555,338.0,0.690,0.024,7,6849,3777.1
45.623637,9.287399,337.9,0.600,0.090,7,6840,3793.2
45.623542,9.287243,335.5,0.400,0.194,7,6664,3809.3
45.623446,9.287087,327.6,0.200,0.332,7,6071,3825.4
45.623351,9.286932,314.6,0.000,0.501,7,5095,3841.5
45.623256,9.286776,296.7,0.000,0.667,7,8253,3857.6
45.623160,9.286620,274.1,0.000,0.801,6,6806,3873.7
45.623065,9.286464,248.8,0.000,0.897,6,4912,3889.8
45.622970,9.286308,221.2,0.000,0.920,5,7587,3905.9
45.622875,9.286153,193.8,0.000,0.872,4,5782,3922.0
45.622778,9.285998,172.6,0.000,0.766,4,8600,3938.1
45.622662,9.285879,156.9,0.000,0.604,3,7766,3954.0
45.622518,9.285870,146.7,0.000,0.433,3,7004,3970.0
45.622374,9.285893,142.6,0.000,0.298,3,6692,3986.1
45.622230,9.285915,139.3,0.000,0.192,3,6449,4002.2
45.622085,9.285918,136.6,0.000,0.137,3,6247,4018.3
45.621942,9.285894,134.9,0.000,0.125,3,6116,4034.3
45.621803,9.285838,131.8,0.100,0.098,3,5887,4050.4
45.621671,9.285752,129.1,0.203,0.073,3,5683,4066.5
45.621550,9.285640,128.9,0.351,0.056,3,5666,4082.5
45.621444,9.285500,130.6,0.549,0.028,3,5798,4098.6
45.621350,9.285342,138.5,0.749,0.003,3,6383,4114.7
45.621264,9.285176,153.0,0.849,0.000,3,7478,4130.8
45.621149,9.285054,173.6,0.946,0.000,4,8600,4146.7
45.621009,9.285005,200.1,0.998,0.000,5,6007,4162.8
45.620865,9.284977,230.2,1.000,0.000,5,8262,4178.8
45.620722,9.284952,258.3,1.000,0.000,6,5621,4194.9
45.620578,9.284926,283.3,1.000,0.000,7,7249,4211.0
45.620434,9.284901,303.9,0.967,0.000,7,4293,4227.1
45.620291,9.284876,319.5,0.894,0.000,7,5462,4243.2
45.620147,9.284851,329.9,0.788,0.000,7,6244,4259.3
45.620003,9.284825,334.9,0.786,0.007,7,6619,4275.4
45.619860,9.284800,335.5,0.784,0.015,7,6659,4291.5
45.619716,9.284775,334.8,0.814,0.022,7,6611,4307.6
45.619572,9.284749,334.0,0.884,0.026,7,6551,4323.7
45.619429,9.284724,333.4,0.881,0.026,7,6501,4339.8
45.619285,9.284699,333.1,0.777,0.019,7,6482,4355.9
45.619141,9.284675,333.2,0.675,0.010,7,6491,4372.0
45.618997,9.284653,333.7,0.574,0.003,7,6531,4388.1
45.618853,9.284632,334.6,0.473,0.000,7,6591,4404.2
45.618710,9.284610,335.4,0.477,0.000,7,6651,4420.3
45.618566,9.284589,336.2,0.478,0.000,7,6712,4436.4
45.618422,9.284568,336.9,0.474,0.000,7,6768,4452.5
45.618278,9.284546,337.5,0.470,0.000,7,6810,4468.6
45.618134,9.284525,337.8,0.574,0.000,7,6837,4484.6
45.617990,9.284503,338.0,0.678,0.000,7,6849,4500.7
45.617846,9.284482,338.0,0.784,0.000,7,6849,4516.8
45.617702,9.284460,338.0,0.891,0.000,7,6849,4532.9
45.617558,9.284439,338.0,1.000,0.000,7,6849,4549.0
45.617414,9.284417,338.0,1.000,0.000,7,6849,4565.1
45.617270,9.284396,338.0,1.000,0.001,7,6849,4581.2
45.617126,9.284374,338.0,1.000,0.001,7,6848,4597.3
45.616982,9.284353,338.0,1.000,0.002,7,6846,4613.4
45.616838,9.284331,337.9,1.000,0.003,7,6843,4629.5
45.616694,9.284310,337.8,1.000,0.003,7,6838,4645.6
45.616550,9.284288,337.8,0.999,0.004,7,6834,4661.7
45.616406,9.284267,337.7,0.999,0.004,7,6829,4677.8
45.616262,9.284245,337.7,0.999,0.003,7,6825,4693.9
45.616118,9.284224,337.6,0.889,0.002,7,6823,4710.0
45.615974,9.284202,337.6,0.780,0.001,7,6822,4726.1
45.615830,9.284181,337.7,0.671,0.000,7,6824,4742.2
45.615686,9.284160,337.7,0.561,0.000,7,6829,4758.3
45.615542,9.284139,337.8,0.452,0.000,7,6833,4774.4
45.615398,9.284117,337.8,0.452,0.000,7,6838,4790.5
45.615254,9.284096,337.9,0.452,0.000,7,6842,4806.5
45.615110,9.284075,337.9,0.561,0.000,7,6846,4822.6
45.614966,9.284053,338.0,0.671,0.000,7,6848,4838.7
45.614822,9.284032,338.0,0.781,0.000,7,6849,4854.8
45.614678,9.284011,338.0,0.890,0.000,7,6849,4870.9
45.614534,9.283990,338.0,1.000,0.000,7,6849,4887.0
45.614390,9.283968,338.0,1.000,0.000,7,6849,4903.1
45.614246,9.283947,338.0,1.000,0.000,7,6849,4919.2
45.614102,9.283926,338.0,1.000,0.000,7,6849,4935.3
45.613958,9.283905,338.0,1.000,0.006,7,6849,4951.4
45.613815,9.283883,338.0,0.800,0.037,7,6849,4967.5
45.613671,9.283862,337.4,0.600,0.098,7,6806,4983.6
45.613527,9.283841,334.1,0.400,0.198,7,6558,4999.7
45.613383,9.283820,326.8,0.200,0.333,7,6008,5015.8
45.613239,9.283798,314.3,0.000,0.494,7,5073,5031.9
45.613095,9.283777,296.9,0.000,0.662,7,8270,5048.0
45.612951,9.283756,274.8,0.000,0.800,6,6860,5064.1
45.612807,9.283734,248.0,0.000,0.900,6,4853,5080.2
45.612663,9.283713,217.6,0.000,0.966,5,7322,5096.3
45.612519,9.283692,187.4,0.000,0.964,4,5306,5112.3
45.612376,9.283660,160.0,0.000,0.891,4,7753,5128.4
45.612243,9.283579,138.1,0.000,0.771,3,6358,5144.5
45.612125,9.283461,122.0,0.000,0.603,3,5150,5160.5
45.612024,9.283314,112.3,0.109,0.403,2,8600,5176.6
45.611946,9.283140,108.8,0.250,0.237,2,8600,5192.6
45.611892,9.282948,111.3,0.417,0.111,2,8600,5208.7
45.611862,9.282746,118.3,0.596,0.031,2,8600,5224.8
45.611863,9.282540,128.6,0.779,0.000,3,5648,5240.8
45.611894,9.282338,140.7,0.849,0.000,3,6552,5256.9
45.611941,9.282142,153.3,0.882,0.000,3,7494,5273.0
45.612002,9.281955,165.2,0.884,0.000,4,8140,5289.0
45.612078,9.281779,176.6,0.869,0.000,4,8600,5305.1
45.612167,9.281616,187.3,0.841,0.000,4,5295,5321.2
45.612267,9.281467,197.2,0.810,0.000,4,6040,5337.3
45.612377,9.281332,206.0,0.781,0.000,5,6450,5353.4
45.612495,9.281213,213.8,0.758,0.000,5,7034,5369.5
45.612619,9.281105,221.2,0.743,0.000,5,7591,5385.6
45.612749,9.281013,228.8,0.738,0.000,5,8163,5401.7
45.612883,9.280937,236.7,0.744,0.000,5,8600,5417.7
45.613021,9.280873,244.9,0.757,0.000,6,4616,5433.8
45.613161,9.280821,253.5,0.772,0.000,6,5263,5449.9
45.613303,9.280780,262.6,0.788,0.000,6,5947,5466.0
45.613446,9.280752,272.3,0.801,0.000,6,6674,5482.1
45.613590,9.280732,282.4,0.808,0.000,7,7181,5498.2
45.613735,9.280720,292.3,0.803,0.000,7,7924,5514.3
45.613879,9.280717,301.8,0.781,0.000,7,4135,5530.4
45.614024,9.280716,310.2,0.744,0.000,7,4767,5546.5
45.614169,9.280712,317.0,0.691,0.000,7,5273,5562.6
45.614313,9.280708,322.1,0.627,0.000,7,5655,5578.7
45.614458,9.280704,324.9,0.667,0.007,7,5868,5594.8
45.614603,9.280700,325.8,0.527,0.025,7,5931,5610.9
45.614748,9.280696,325.1,0.400,0.047,7,5885,5627.0
45.614892,9.280693,323.3,0.289,0.066,7,5743,5643.0
45.615037,9.280692,321.0,0.192,0.084,7,5572,5659.1
45.615182,9.280691,318.9,0.187,0.085,7,5416,5675.2
45.615327,9.280693,317.0,0.281,0.067,7,5277,5691.3
45.615471,9.280697,316.4,0.381,0.045,7,5228,5707.4
45.615616,9.280702,316.8,0.490,0.025,7,5262,5723.5
45.615760,9.280717,318.3,0.601,0.007,7,5372,5739.6
45.615905,9.280732,320.8,0.526,0.000,7,5561,5755.7
45.616049,9.280751,323.7,0.546,0.000,7,5775,5771.8
